provider_id,state,hospital_type,hospital_ownership,emergency_services,meets_criteria_for_meaningful_use_of_ehrs,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison
431336,SD,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,2.0,,,,
431337,SD,Critical Access Hospitals,Voluntary non-profit - Private,0,1,,2.0,,2.0,,,,
431338,SD,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,2.0,,2.0,,,,
431339,SD,Critical Access Hospitals,Voluntary non-profit - Private,1,3,,,,,,,,
440025,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,2.0,2.0,2.0,3.0,2.0
433300,SD,Childrens,Voluntary non-profit - Private,0,1,,,,,,,,
440001,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,2.0,3.0,
440002,TN,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,1.0,3.0,2.0,2.0,2.0,2.0
440003,TN,Acute Care Hospitals,Proprietary,1,1,2,1.0,2.0,1.0,1.0,2.0,3.0,2.0
440006,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,3.0,1.0,1.0,2.0,2.0,2.0
440007,TN,Acute Care Hospitals,Physician,1,1,3,2.0,,2.0,2.0,2.0,2.0,
440008,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,,2.0,,2.0,3.0,
440009,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,1.0,2.0,3.0,1.0
440010,TN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,,2.0,3.0,2.0,3.0,
440011,TN,Acute Care Hospitals,Government - Local,1,1,2,2.0,2.0,1.0,1.0,2.0,3.0,3.0
440012,TN,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,3.0,1.0,3.0,2.0,2.0,2.0
440015,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,2.0,1.0,3.0,2.0,1.0,3.0
440016,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2.0,,2.0,,2.0,3.0,
440017,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,2.0,3.0,2.0,1.0,2.0
440029,TN,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4,2.0,2.0,3.0,3.0,2.0,3.0,2.0
440030,TN,Acute Care Hospitals,Government - Local,1,1,2,1.0,2.0,1.0,1.0,2.0,2.0,2.0
440031,TN,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,3.0,2.0,1.0,2.0,2.0,2.0
440032,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,3.0,2.0,3.0,
440033,TN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2,1.0,2.0,2.0,1.0,2.0,2.0,2.0
440034,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,2.0,1.0,3.0,2.0,2.0,2.0
440035,TN,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0
440039,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,1.0,3.0,3.0,1.0,3.0
440040,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,,1.0,,1.0,3.0,
440046,TN,Acute Care Hospitals,Proprietary,1,1,3,3.0,2.0,1.0,2.0,2.0,3.0,2.0
440048,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,3.0,1.0,1.0,1.0,2.0,2.0,3.0
440049,TN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2,2.0,1.0,1.0,2.0,2.0,2.0,3.0
440050,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
440051,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,,2.0,,2.0,2.0,
440053,TN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,1.0,2.0,1.0,2.0,2.0,2.0,3.0
440056,TN,Acute Care Hospitals,Proprietary,0,1,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
440057,TN,Acute Care Hospitals,Government - Local,1,1,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0
440058,TN,Acute Care Hospitals,Proprietary,1,1,2,2.0,2.0,1.0,1.0,2.0,3.0,2.0
440059,TN,Acute Care Hospitals,Government - Local,1,1,3,1.0,3.0,1.0,2.0,2.0,1.0,2.0
440060,TN,Acute Care Hospitals,Government - Local,1,1,4,2.0,,2.0,,2.0,3.0,2.0
440061,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,2.0,2.0,3.0,3.0,2.0
440063,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1.0,2.0,1.0,1.0,2.0,2.0,2.0
440065,TN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,2.0,1.0,2.0,2.0,3.0,2.0
440067,TN,Acute Care Hospitals,Proprietary,1,1,1,1.0,1.0,1.0,1.0,2.0,3.0,
440068,TN,Acute Care Hospitals,Proprietary,1,1,3,1.0,2.0,3.0,2.0,2.0,3.0,2.0
440070,TN,Acute Care Hospitals,Government - Local,1,1,3,2.0,,1.0,,2.0,3.0,2.0
440072,TN,Acute Care Hospitals,Proprietary,1,1,2,2.0,2.0,1.0,1.0,2.0,3.0,3.0
440073,TN,Acute Care Hospitals,Government - Local,1,1,4,2.0,3.0,2.0,3.0,2.0,3.0,2.0
440081,TN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,2.0,2.0,1.0,2.0,1.0,2.0
440082,TN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,2.0,3.0,3.0,2.0,2.0,3.0
440083,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,
440084,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,1.0,3.0,2.0,2.0,2.0
440091,TN,Acute Care Hospitals,Voluntary non-profit - Church,1,3,4,3.0,3.0,3.0,3.0,2.0,1.0,1.0
440102,TN,Acute Care Hospitals,Government - Local,1,1,2,2.0,2.0,2.0,1.0,2.0,3.0,
440104,TN,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,1.0,3.0,1.0,1.0,2.0,1.0,2.0
440109,TN,Acute Care Hospitals,Government - Local,1,1,3,2.0,,2.0,3.0,2.0,2.0,2.0
440110,TN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,4,2.0,2.0,2.0,2.0,2.0,2.0,2.0
440111,TN,Acute Care Hospitals,Government - Hospital District or Authority,1,3,2,,2.0,,1.0,2.0,2.0,
440120,TN,Acute Care Hospitals,Proprietary,1,1,2,1.0,2.0,3.0,1.0,2.0,1.0,2.0
440125,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,2.0,3.0,2.0,1.0,2.0
440130,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
440131,TN,Acute Care Hospitals,Voluntary non-profit - Church,1,3,3,2.0,,2.0,2.0,1.0,2.0,
440132,TN,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,1.0,3.0,3.0,3.0,1.0,3.0,2.0
440133,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,3.0,2.0,2.0,2.0,2.0
440137,TN,Acute Care Hospitals,Proprietary,1,1,1,2.0,1.0,1.0,1.0,2.0,2.0,2.0
440144,TN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2,2.0,1.0,2.0,1.0,2.0,3.0,2.0
440148,TN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,2.0,2.0,2.0,2.0,3.0,
440150,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,1.0,1.0,2.0,2.0,2.0
440151,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,2.0,1.0,2.0,2.0,2.0
450023,TX,Acute Care Hospitals,Voluntary non-profit - Other,1,1,5,3.0,3.0,3.0,3.0,2.0,3.0,3.0
440152,TN,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,,1.0,,1.0,2.0,1.0,2.0
440153,TN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
440156,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,3.0,2.0,2.0,2.0,2.0,2.0
440159,TN,Acute Care Hospitals,Proprietary,1,1,2,,2.0,2.0,1.0,2.0,1.0,
440161,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,3.0,1.0,3.0,3.0,2.0,2.0
440173,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,2.0,3.0,3.0,2.0,1.0,2.0
440175,TN,Acute Care Hospitals,Proprietary,1,1,4,2.0,,2.0,2.0,2.0,3.0,2.0
440176,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
440180,TN,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,,2.0,2.0,2.0,3.0,
440181,TN,Acute Care Hospitals,Government - Hospital District or Authority,1,1,,,,,,2.0,2.0,
440182,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,,2.0,1.0,2.0,3.0,
440183,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,3.0,2.0,1.0,2.0,2.0,2.0
440184,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,2.0,3.0,2.0,3.0,2.0
440185,TN,Acute Care Hospitals,Proprietary,1,1,2,1.0,1.0,2.0,1.0,2.0,1.0,2.0
440187,TN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2,1.0,1.0,1.0,3.0,2.0,3.0,2.0
440189,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,3.0,1.0,2.0,2.0,3.0,2.0
440192,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,,2.0,2.0,2.0,3.0,
440193,TN,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,2.0,1.0,2.0,2.0,2.0
440194,TN,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,2.0
440197,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,3.0,2.0,2.0,2.0,3.0,2.0
440200,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,,2.0,,2.0,3.0,
440218,TN,Acute Care Hospitals,Voluntary non-profit - Other,0,1,,,,,3.0,,,
440227,TN,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,2.0,1.0,2.0,2.0,2.0
440228,TN,Acute Care Hospitals,Proprietary,1,1,3,1.0,3.0,2.0,2.0,2.0,1.0,2.0
440231,TN,Acute Care Hospitals,Proprietary,0,1,,,,,,,,
440232,TN,Acute Care Hospitals,Government - Local,1,1,3,2.0,,2.0,,2.0,3.0,
441300,TN,Critical Access Hospitals,Voluntary non-profit - Private,0,3,,,,,,,,
441301,TN,Critical Access Hospitals,Voluntary non-profit - Other,1,1,,2.0,,2.0,,,,
441303,TN,Critical Access Hospitals,Voluntary non-profit - Private,1,1,2,2.0,,2.0,,2.0,2.0,
441304,TN,Critical Access Hospitals,Voluntary non-profit - Other,1,1,,,,,,,2.0,2.0
441305,TN,Critical Access Hospitals,Voluntary non-profit - Private,1,1,2,2.0,,2.0,,2.0,2.0,
441306,TN,Critical Access Hospitals,Government - Hospital District or Authority,1,3,,,,,,,2.0,
441307,TN,Critical Access Hospitals,Proprietary,1,1,3,2.0,,2.0,2.0,2.0,3.0,2.0
441309,TN,Critical Access Hospitals,Government - Hospital District or Authority,1,1,,,,,,2.0,3.0,
441310,TN,Critical Access Hospitals,Government - Local,1,1,3,2.0,,2.0,2.0,2.0,2.0,2.0
441311,TN,Critical Access Hospitals,Proprietary,1,1,,,,,,2.0,3.0,
441313,TN,Critical Access Hospitals,Voluntary non-profit - Private,1,1,,,,,,,,
441314,TN,Critical Access Hospitals,Proprietary,1,1,3,2.0,,2.0,,2.0,2.0,
441315,TN,Critical Access Hospitals,Voluntary non-profit - Other,1,3,,2.0,,1.0,,,,
441316,TN,Critical Access Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,,,2.0,
450024,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0
441318,TN,Critical Access Hospitals,Proprietary,1,3,3,2.0,,2.0,,,2.0,
441319,TN,Critical Access Hospitals,Physician,1,3,,2.0,,2.0,,,,
443302,TN,Childrens,Voluntary non-profit - Private,0,1,,,,,,,,
443303,TN,Childrens,Voluntary non-profit - Private,1,1,,,,,,,,
450002,TX,Acute Care Hospitals,Proprietary,1,1,1,1.0,1.0,2.0,1.0,2.0,2.0,2.0
450007,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,1.0,3.0,3.0,2.0,2.0,2.0
450010,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,1.0,3.0,3.0,3.0,2.0,2.0,2.0
450011,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,3.0,2.0,2.0,2.0,2.0,2.0
450015,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,2.0,1.0,2.0,1.0,1.0,1.0,2.0
450018,TX,Acute Care Hospitals,Government - State,1,1,2,2.0,2.0,1.0,2.0,1.0,1.0,1.0
450021,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,1.0,2.0,3.0,2.0,3.0,1.0,3.0
450028,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,2.0,1.0,2.0,2.0,2.0
450029,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,3.0,2.0,1.0,1.0,1.0,2.0
450032,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,3.0,2.0,1.0,2.0,2.0,2.0,2.0
450033,TX,Acute Care Hospitals,Proprietary,1,1,4,3.0,3.0,3.0,1.0,2.0,1.0,1.0
450034,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,3.0,2.0,2.0,1.0,1.0,1.0
450035,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,2.0,1.0,2.0,2.0,2.0
450037,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,3.0,1.0,2.0,2.0,2.0,2.0
450039,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,2.0,1.0,2.0,1.0,2.0,1.0,2.0
450040,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,2.0,3.0,3.0,1.0,2.0,1.0
450042,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,1.0,1.0,3.0,1.0,2.0,1.0,2.0
450044,TX,Acute Care Hospitals,Government - State,1,1,3,2.0,1.0,2.0,3.0,3.0,1.0,2.0
450046,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,3.0,1.0,2.0,1.0,1.0
450051,TX,Acute Care Hospitals,Voluntary non-profit - Other,1,1,3,1.0,3.0,2.0,2.0,2.0,1.0,1.0
450054,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,3.0,1.0,3.0,3.0,1.0,3.0
450055,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,3.0,2.0,3.0,2.0
450056,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,3,3,2.0,2.0,3.0,1.0,2.0,2.0,2.0
450058,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,3.0,3.0,1.0,2.0,1.0,3.0
450064,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,1.0,1.0,2.0,1.0,1.0,2.0
450068,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,1.0,2.0,1.0,2.0,2.0,1.0,1.0
450072,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,1.0,2.0
450078,TX,Acute Care Hospitals,Government - Local,1,1,3,,,2.0,,2.0,3.0,
450079,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,3.0,2.0,2.0,2.0,2.0
450080,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,2.0,3.0,2.0,2.0,2.0,1.0
450082,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,2.0,,2.0,2.0,2.0,2.0,2.0
450083,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,1.0,1.0,2.0,2.0,2.0
450085,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,,2.0,2.0,1.0
450087,TX,Acute Care Hospitals,Proprietary,1,1,4,2.0,3.0,3.0,3.0,2.0,2.0,2.0
450090,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,2.0,2.0,3.0,2.0
450092,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,3.0,1.0,2.0,1.0,2.0
450097,TX,Acute Care Hospitals,Proprietary,1,1,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0
450099,TX,Acute Care Hospitals,Proprietary,1,1,4,2.0,2.0,3.0,2.0,2.0,3.0,
450101,TX,Acute Care Hospitals,Voluntary non-profit - Private,0,1,2,2.0,1.0,1.0,2.0,2.0,2.0,2.0
450102,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,3.0,3.0,3.0,2.0,2.0,1.0
450104,TX,Acute Care Hospitals,Government - Local,1,1,3,1.0,3.0,2.0,3.0,2.0,2.0,2.0
450107,TX,Acute Care Hospitals,Proprietary,1,1,2,1.0,2.0,1.0,1.0,2.0,2.0,2.0
450108,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,
450119,TX,Acute Care Hospitals,Proprietary,1,1,3,3.0,3.0,2.0,1.0,2.0,1.0,2.0
450124,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,2.0,1.0,1.0,2.0,1.0,2.0
450128,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,3.0,3.0,1.0,2.0,2.0,1.0
450130,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,3.0,1.0,2.0,3.0,2.0
450132,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,1.0,1.0,2.0,1.0,2.0,2.0,2.0
450133,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,1.0,1.0,3.0,2.0,1.0,2.0,2.0
450135,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,3,1.0,3.0,3.0,3.0,2.0,1.0,3.0
450137,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,2.0,2.0,2.0,2.0,1.0,1.0
450143,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,3,3,2.0,,2.0,,2.0,2.0,
450144,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,,,2.0,2.0,1.0,3.0,
450147,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0
450148,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,3.0,2.0,2.0,2.0,2.0,3.0,
450152,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,1.0,2.0,2.0,1.0,2.0
450154,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,2.0,2.0,2.0,2.0,2.0,1.0
450155,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,,,2.0,,2.0,2.0,
450162,TX,Acute Care Hospitals,Proprietary,1,1,4,,2.0,2.0,3.0,2.0,2.0,1.0
450163,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,1.0,1.0
450165,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,2.0,2.0,2.0,2.0,
450176,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,3.0,3.0,1.0,3.0,2.0,2.0,2.0
450177,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,2.0,2.0,3.0,2.0
450178,TX,Acute Care Hospitals,Government - Local,1,1,3,2.0,,1.0,2.0,2.0,2.0,
450184,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5,3.0,3.0,3.0,3.0,1.0,1.0,1.0
450187,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,2.0,2.0
450192,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,2.0,2.0,3.0,
450193,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,2,3.0,1.0,2.0,1.0,1.0,1.0,1.0
450194,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,2.0,2.0,3.0,
450196,TX,Acute Care Hospitals,Proprietary,1,1,3,1.0,3.0,3.0,1.0,2.0,2.0,2.0
450200,TX,Acute Care Hospitals,Physician,1,1,2,2.0,1.0,2.0,2.0,2.0,1.0,1.0
450203,TX,Acute Care Hospitals,Proprietary,1,1,4,2.0,3.0,3.0,2.0,2.0,3.0,
450209,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,3.0,1.0,2.0,1.0,2.0
450210,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,,2.0,3.0,2.0
450211,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,3.0,2.0,2.0,1.0,1.0
450213,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,1,2.0,1.0,2.0,1.0,2.0,1.0,1.0
450214,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,,2.0,,,2.0,
450219,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,,2.0,,2.0,3.0,2.0
450221,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,3.0,2.0,3.0,
450222,TX,Acute Care Hospitals,Proprietary,1,1,2,2.0,2.0,1.0,1.0,2.0,2.0,2.0
450229,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,3.0,3.0,2.0,2.0,1.0,2.0
450231,TX,Acute Care Hospitals,Proprietary,1,1,4,3.0,1.0,3.0,3.0,2.0,1.0,3.0
450235,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,,2.0,3.0,2.0
450236,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,2.0,2.0,2.0,1.0,3.0,1.0
450237,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,2.0,3.0,2.0,2.0,1.0,3.0
450241,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,,,,,,2.0,2.0,
450243,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,,,,,,2.0,3.0,
450253,TX,Acute Care Hospitals,Proprietary,1,1,3,,,2.0,,2.0,2.0,
450271,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,2.0,3.0,2.0,2.0,3.0,2.0
450272,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,1.0,2.0,2.0,2.0,2.0
450280,TX,Acute Care Hospitals,Government - Federal,1,1,3,2.0,2.0,2.0,1.0,2.0,2.0,2.0
450289,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,2,2.0,1.0,2.0,1.0,1.0,1.0,2.0
450292,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,3.0,2.0,2.0,2.0
450293,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,,,,,,2.0,2.0,
450299,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,2.0,3.0,2.0,3.0,
450306,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,,,2.0,,2.0,3.0,
450324,TX,Acute Care Hospitals,Proprietary,1,1,2,2.0,1.0,2.0,3.0,2.0,3.0,1.0
450330,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,1.0,3.0,1.0,2.0,2.0,1.0
450340,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,2.0,2.0,3.0,2.0,3.0,2.0
450346,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,1.0,3.0,2.0,1.0,2.0,1.0,3.0
450347,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,2,2.0,3.0,1.0,1.0,2.0,2.0,2.0
450348,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,,,2.0,3.0,2.0,3.0,
520083,WI,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5,2.0,3.0,3.0,3.0,2.0,3.0,2.0
450351,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,4,2.0,2.0,2.0,3.0,2.0,2.0,2.0
450352,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,2.0,1.0,2.0,2.0,2.0,1.0
450358,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,5,3.0,1.0,3.0,3.0,3.0,1.0,1.0
450369,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,3.0,2.0,3.0,
450370,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,,2.0,3.0,2.0,2.0,
450372,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,1.0,2.0,3.0,2.0,2.0,2.0
450379,TX,Acute Care Hospitals,Proprietary,0,1,3,2.0,2.0,2.0,1.0,2.0,2.0,
450388,TX,Acute Care Hospitals,Proprietary,1,1,4,2.0,3.0,2.0,2.0,3.0,1.0,2.0
450389,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,3.0,1.0,1.0,2.0,2.0,2.0
450395,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,2.0,1.0,1.0,2.0,1.0
450399,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,,2.0,,1.0,3.0,
450400,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,,2.0,,2.0,3.0,
450403,TX,Acute Care Hospitals,Proprietary,1,1,3,2.0,3.0,1.0,2.0,2.0,3.0,2.0
450411,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,3.0,1.0,2.0,
450419,TX,Acute Care Hospitals,Voluntary non-profit - Church,1,1,4,2.0,,2.0,3.0,2.0,2.0,2.0
450508,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,3,2.0,3.0,1.0,2.0,2.0,2.0,
450422,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,,,,,3.0,2.0,2.0,
450424,TX,Acute Care Hospitals,Voluntary non-profit - Private,1,1,3,2.0,2.0,3.0,2.0,2.0,1.0,1.0
450431,TX,Acute Care Hospitals,Voluntary non-profit - Other,1,1,5,3.0,3.0,1.0,3.0,3.0,2.0,3.0
450447,TX,Acute Care Hospitals,Voluntary non-profit - Other,1,1,2,2.0,1.0,2.0,1.0,2.0,3.0,2.0
450451,TX,Acute Care Hospitals,Government - Hospital District or Authority,1,1,4,2.0,,2.0,,2.0,3.0,2.0
450460,TX,Acute Care Hospitals,Government - Hospital District or Authority,0,3,3,2.0,,2.0,,1.0,3.0,
